Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Luxembourg,LUX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",25.9454,26.3132,26.681,27.0492,27.4174,27.7856,28.1538,28.522,28.2412,27.9604,27.6796,27.3988,27.118,25.5556,23.9932,22.4308,20.8684,19.306,18.2594,17.2128,16.1662,15.1196,14.073,13.5382,13.0034,12.4686,11.9338,11.399,11.6236,11.8482,12.0728,12.2974,12.522,12.0494,11.5768,11.1042,10.6316,10.159,10.4674,10.7758,11.0842,11.3926,11.701,11.286,10.871,10.456,10.041,9.626,9.0992,8.5724,8.0456,7.5188,6.992,6.5708,6.1496,
Latvia,LVA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",36.844,36.454,36.064,35.908,35.752,35.596,35.44,35.284,36.0248,36.7656,37.5064,38.2472,38.988,38.4988,38.0096,37.5204,37.0312,36.542,37.3142,38.0864,38.8586,39.6308,40.403,41.2952,42.1874,43.0796,43.9718,44.864,44.5922,44.3204,44.0486,43.7768,43.505,39.1908,34.8766,30.5624,26.2482,21.934,21.0008,20.0676,19.1344,18.2012,17.268,17.4462,17.6244,17.8026,17.9808,18.159,17.5992,17.0394,16.4796,15.9198,15.36,14.669,13.978,
"Macao SAR, China",MAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",13.609,11.882,10.155,9.2208,8.2866,7.3524,6.4182,5.484,5.62,5.756,5.892,6.028,6.164,6.5604,6.9568,7.3532,7.7496,8.146,8.436,8.726,9.016,9.306,9.596,8.8656,8.1352,7.4048,6.6744,5.944,6.1552,6.3664,6.5776,6.7888,7,6.8816,6.7632,6.6448,6.5264,6.408,5.9568,5.5056,5.0544,4.6032,4.152,3.962,3.772,3.582,3.392,3.202,3.3352,3.4684,3.6016,3.7348,3.868,3.6826,3.4972,
St. Martin (French part),MAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",151.1612,152.2506,153.34,152.2694,151.1988,150.1282,149.0576,147.987,143.9664,139.9458,135.9252,131.9046,127.884,123.6888,119.4936,115.2984,111.1032,106.908,99.9228,92.9376,85.9524,78.9672,71.982,66.702,61.422,56.142,50.862,45.582,43.8868,42.1916,40.4964,38.8012,37.106,36.4684,35.8308,35.1932,34.5556,33.918,33.9338,33.9496,33.9654,33.9812,33.997,33.7114,33.4258,33.1402,32.8546,32.569,32.7522,32.9354,33.1186,33.3018,33.485,32.7784,32.0718,
Monaco,MCO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",32.8038,32.2214,31.639,30.5428,29.4466,28.3504,27.2542,26.158,27.4422,28.7264,30.0106,31.2948,32.579,33.7258,34.8726,36.0194,37.1662,38.313,38.0496,37.7862,37.5228,37.2594,36.996,39.3184,41.6408,43.9632,46.2856,48.608,51.522,54.436,57.35,60.264,63.178,62.1568,61.1356,60.1144,59.0932,58.072,52.6486,47.2252,41.8018,36.3784,30.955,30.1968,29.4386,28.6804,27.9222,27.164,26.8616,26.5592,26.2568,25.9544,25.652,24.444,23.236,
Madagascar,MDG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",155.49,155.49,155.49,156.1908,156.8916,157.5924,158.2932,158.994,159.7824,160.5708,161.3592,162.1476,162.936,162.3528,161.7696,161.1864,160.6032,160.02,156.5396,153.0592,149.5788,146.0984,142.618,144.2336,145.8492,147.4648,149.0804,150.696,150.5888,150.4816,150.3744,150.2672,150.16,151.1518,152.1436,153.1354,154.1272,155.119,153.9898,152.8606,151.7314,150.6022,149.473,146.4332,143.3934,140.3536,137.3138,134.274,131.9876,129.7012,127.4148,125.1284,122.842,120.168,117.494,
Maldives,MDV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",206.4318,208.2384,210.045,210.6522,211.2594,211.8666,212.4738,213.081,212.7694,212.4578,212.1462,211.8346,211.523,209.6638,207.8046,205.9454,204.0862,202.227,203.5582,204.8894,206.2206,207.5518,208.883,201.37,193.857,186.344,178.831,171.318,157.5698,143.8216,130.0734,116.3252,102.577,91.6972,80.8174,69.9376,59.0578,48.178,43.3276,38.4772,33.6268,28.7764,23.926,21.9898,20.0536,18.1174,16.1812,14.245,13.276,12.307,11.338,10.369,9.4,8.338,7.276,
Middle East & North Africa (all income levels),MEA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",136.0162622,136.383593,136.7919728,136.0956878,135.3844375,134.6076392,133.5713148,132.4413083,129.9988254,127.5692582,125.2019537,122.8987665,120.7128595,119.4258599,118.1530969,116.8387486,115.4971379,114.0924539,111.244385,108.3906616,105.5664736,102.7995817,100.0628869,95.46776391,90.89492403,86.28283264,81.61097264,76.97824902,74.08468798,71.22931958,68.68067498,65.68122499,63.06557438,59.98359632,56.89966373,53.69801993,50.59498652,47.42447744,45.83685864,44.24731955,42.67180631,41.02582212,39.38303137,39.06845838,38.77235137,38.49541755,38.2134021,37.97365077,38.18419592,38.41510171,38.6657732,38.91517164,39.17892733,38.91976131,38.67345389,
Mexico,MEX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",116.4508,116.6804,116.91,116.91,116.91,116.91,116.91,116.91,117.4558,118.0016,118.5474,119.0932,119.639,117.5964,115.5538,113.5112,111.4686,109.426,107.0974,104.7688,102.4402,100.1116,97.783,95.9352,94.0874,92.2396,90.3918,88.544,86.8004,85.0568,83.3132,81.5696,79.826,80.6896,81.5532,82.4168,83.2804,84.144,82.6598,81.1756,79.6914,78.2072,76.723,75.6132,74.5034,73.3936,72.2838,71.174,70.1332,69.0924,68.0516,67.0108,65.97,64.7146,63.4592,
Marshall Islands,MHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",98.05224143,97.98225861,97.6223207,96.33725817,94.93568008,93.43656314,91.85843127,90.20829739,87.67803835,85.38208673,83.43529567,81.71144886,80.415919,79.87461951,79.30138101,78.48214189,77.3912622,76.05787823,75.46098232,74.7669488,74.07474443,73.26803722,72.44798358,71.48870097,70.74312769,70.21765783,69.84586695,69.63324648,68.55846936,67.61613617,66.78964262,66.05034647,65.38029403,64.41185823,63.32166154,62.02485391,60.44067493,58.68997128,57.37525289,55.84803245,54.13347708,52.25010108,50.22312375,48.45238272,46.89606725,45.63535376,44.61517858,43.8279269,43.46566993,43.16052923,42.82883227,42.47124627,42.097549,41.58907066,40.98732756,
"Macedonia, FYR",MKD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",37.2764,37.8892,38.502,39.7842,41.0664,42.3486,43.6308,44.913,45.1752,45.4374,45.6996,45.9618,46.224,46.9916,47.7592,48.5268,49.2944,50.062,50.224,50.386,50.548,50.71,50.872,50.4402,50.0084,49.5766,49.1448,48.713,47.605,46.497,45.389,44.281,43.173,41.4934,39.8138,38.1342,36.4546,34.775,32.5642,30.3534,28.1426,25.9318,23.721,23.1162,22.5114,21.9066,21.3018,20.697,20.3654,20.0338,19.7022,19.3706,19.039,18.4472,17.8554,
Mali,MLI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",199.98,199.564,199.148,198.6042,198.0604,197.5166,196.9728,196.429,195.9734,195.5178,195.0622,194.6066,194.151,193.7364,193.3218,192.9072,192.4926,192.078,192.0494,192.0208,191.9922,191.9636,191.935,192.4212,192.9074,193.3936,193.8798,194.366,194.7606,195.1552,195.5498,195.9444,196.339,195.2604,194.1818,193.1032,192.0246,190.946,190.0094,189.0728,188.1362,187.1996,186.263,184.6406,183.0182,181.3958,179.7734,178.151,178.2906,178.4302,178.5698,178.7094,178.849,177.1464,175.4438,
Malta,MLT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",20.649,19.861,19.073,17.9746,16.8762,15.7778,14.6794,13.581,13.3768,13.1726,12.9684,12.7642,12.56,12.9178,13.2756,13.6334,13.9912,14.349,14.245,14.141,14.037,13.933,13.829,13.512,13.195,12.878,12.561,12.244,12.172,12.1,12.028,11.956,11.884,13.2174,14.5508,15.8842,17.2176,18.551,18.9012,19.2514,19.6016,19.9518,20.302,19.9154,19.5288,19.1422,18.7556,18.369,18.2486,18.1282,18.0078,17.8874,17.767,17.3048,16.8426,
Myanmar,MMR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",95.8692,96.1856,96.502,96.502,96.502,96.502,96.502,96.502,95.3566,94.2112,93.0658,91.9204,90.775,89.1044,87.4338,85.7632,84.0926,82.422,78.3644,74.3068,70.2492,66.1916,62.134,58.584,55.034,51.484,47.934,44.384,41.664,38.944,36.224,33.504,30.784,29.9136,29.0432,28.1728,27.3024,26.432,26.0362,25.6404,25.2446,24.8488,24.453,23.5608,22.6686,21.7764,20.8842,19.992,19.5216,19.0512,18.5808,18.1104,17.64,17.1758,16.7116,
Middle East & North Africa (developing only),MNA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",138.5105763,139.0419922,139.6878979,139.1163885,138.5078934,137.7690595,136.6778011,135.4915304,132.7541456,130.0422637,127.4138131,124.8553619,122.3997727,121.007713,119.6209398,118.1919779,116.7311741,115.2186334,112.2544674,109.2926715,106.3596542,103.4744328,100.6264084,96.06840902,91.54724127,87.00969229,82.45898581,77.97722717,75.22800904,72.49622587,70.06527291,67.13836629,64.29325137,61.24861691,58.20427493,55.15230762,52.09557994,48.95620888,47.44910996,45.92365032,44.4055897,42.86495774,41.33185473,41.13976013,40.97545044,40.84155735,40.76027239,40.72288786,41.07792302,41.4513786,41.83768232,42.24890636,42.66748284,42.51626051,42.35039733,
Montenegro,MNE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",37.837,37.506,37.175,37.7488,38.3226,38.8964,39.4702,40.044,38.536,37.028,35.52,34.012,32.504,31.5764,30.6488,29.7212,28.7936,27.866,27.9892,28.1124,28.2356,28.3588,28.482,29.1996,29.9172,30.6348,31.3524,32.07,30.9116,29.7532,28.5948,27.4364,26.278,25.3918,24.5056,23.6194,22.7332,21.847,20.774,19.701,18.628,17.555,16.482,16.929,17.376,17.823,18.27,18.717,17.6396,16.5622,15.4848,14.4074,13.33,12.897,12.464,
Mongolia,MNG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",77.5018,80.1514,82.801,82.801,82.801,82.801,82.801,82.801,82.801,82.801,82.801,82.801,82.801,78.0512,73.3014,68.5516,63.8018,59.052,54.9696,50.8872,46.8048,42.7224,38.64,37.689,36.738,35.787,34.836,33.885,34.7922,35.6994,36.6066,37.5138,38.421,37.0232,35.6254,34.2276,32.8298,31.432,29.4552,27.4784,25.5016,23.5248,21.548,21.0448,20.5416,20.0384,19.5352,19.032,19.0316,19.0312,19.0308,19.0304,19.03,17.6874,16.3448,
Northern Mariana Islands,MNP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",127.88,127.88,127.88,127.88,127.88,127.88,127.88,127.88,127.7832,127.6864,127.5896,127.4928,127.396,138.3318,149.2676,160.2034,171.1392,182.075,181.8102,181.5454,181.2806,181.0158,180.751,180.3966,180.0422,179.6878,179.3334,178.979,180.9696,182.9602,184.9508,186.9414,188.932,187.2686,185.6052,183.9418,182.2784,180.615,181.9708,183.3266,184.6824,186.0382,187.394,184.633,181.872,179.111,176.35,173.589,169.6202,165.6514,161.6826,157.7138,153.745,148.1392,142.5334,
Mauritania,MRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",148.473,145.703,142.933,140.3424,137.7518,135.1612,132.5706,129.98,128.1266,126.2732,124.4198,122.5664,120.713,119.519,118.325,117.131,115.937,114.743,113.9654,113.1878,112.4102,111.6326,110.855,110.536,110.217,109.898,109.579,109.26,108.6896,108.1192,107.5488,106.9784,106.408,105.3192,104.2304,103.1416,102.0528,100.964,99.6352,98.3064,96.9776,95.6488,94.32,92.97,91.62,90.27,88.92,87.57,86.5236,85.4772,84.4308,83.3844,82.338,80.8598,79.3816,
Mauritius,MUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",127.2472,118.1206,108.994,101.7958,94.5976,87.3994,80.2012,73.003,69.5824,66.1618,62.7412,59.3206,55.9,59.3198,62.7396,66.1594,69.5792,72.999,66.679,60.359,54.039,47.719,41.399,42.0668,42.7346,43.4024,44.0702,44.738,44.3046,43.8712,43.4378,43.0044,42.571,41.3146,40.0582,38.8018,37.5454,36.289,36.3276,36.3662,36.4048,36.4434,36.482,36.1592,35.8364,35.5136,35.1908,34.868,33.7262,32.5844,31.4426,30.3008,29.159,28.8782,28.5974,
Malawi,MWI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",185.5414,186.0942,186.647,187.7134,188.7798,189.8462,190.9126,191.979,193.035,194.091,195.147,196.203,197.259,198.3148,199.3706,200.4264,201.4822,202.538,202.538,202.538,202.538,202.538,202.538,200.939,199.34,197.741,196.142,194.543,188.4834,182.4238,176.3642,170.3046,164.245,164.6148,164.9846,165.3544,165.7242,166.094,164.537,162.98,161.423,159.866,158.309,157.9304,157.5518,157.1732,156.7946,156.416,153.1764,149.9368,146.6972,143.4576,140.218,138.595,136.972,
Malaysia,MYS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",75.4246,74.9308,74.437,72.4122,70.3874,68.3626,66.3378,64.313,61.1334,57.9538,54.7742,51.5946,48.415,46.4518,44.4886,42.5254,40.5622,38.599,36.5098,34.4206,32.3314,30.2422,28.153,26.4068,24.6606,22.9144,21.1682,19.422,19.338,19.254,19.17,19.086,19.002,18.2014,17.4008,16.6002,15.7996,14.999,14.601,14.203,13.805,13.407,13.009,12.9748,12.9406,12.9064,12.8722,12.838,12.8228,12.8076,12.7924,12.7772,12.762,13.0802,13.3984,
North America,NAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",82.23945189,80.12330811,78.00446934,75.53194468,73.05815113,70.58429031,68.09933368,65.61942698,64.22561254,62.83866654,61.45642304,60.0637191,58.6691169,57.02214468,55.37348089,53.72354652,52.07434155,50.42529917,50.09414212,49.77151854,49.45030416,49.13870014,48.84308268,49.15651131,49.47395366,49.78542536,50.0752871,50.34519405,51.51395431,52.67151959,53.84889443,55.02219825,56.20353041,54.62156877,53.04739889,51.48195081,49.90169867,48.32432234,46.76721178,45.21049391,43.65052352,42.07546796,40.50289414,39.85997724,39.219273,38.57767384,37.91506415,37.25507141,35.45489056,33.66387734,31.88287205,30.09218516,28.29334576,25.54970596,22.80792062,
Namibia,NAM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",129.7296,130.1508,130.572,130.9932,131.4144,131.8356,132.2568,132.678,133.9416,135.2052,136.4688,137.7324,138.996,138.996,138.996,138.996,138.996,138.996,137.3112,135.6264,133.9416,132.2568,130.572,127.8216,125.0712,122.3208,119.5704,116.82,114.1454,111.4708,108.7962,106.1216,103.447,100.8356,98.2242,95.6128,93.0014,90.39,88.656,86.922,85.188,83.454,81.72,81.3312,80.9424,80.5536,80.1648,79.776,79.776,79.776,79.776,79.776,79.776,78.5882,77.4004,
New Caledonia,NCL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",45.316,45.316,45.316,52.9246,60.5332,68.1418,75.7504,83.359,82.102,80.845,79.588,78.331,77.074,79.1728,81.2716,83.3704,85.4692,87.568,83.1548,78.7416,74.3284,69.9152,65.502,61.202,56.902,52.602,48.302,44.002,42.2564,40.5108,38.7652,37.0196,35.274,31.4858,27.6976,23.9094,20.1212,16.333,16.8542,17.3754,17.8966,18.4178,18.939,19.4374,19.9358,20.4342,20.9326,21.431,20.9884,20.5458,20.1032,19.6606,19.218,19.1884,19.1588,
Niger,NER,"Adolescent fertility rate (births per 1,000 women ages 15-19)",204.6698,205.7354,206.801,206.6586,206.5162,206.3738,206.2314,206.089,207.6874,209.2858,210.8842,212.4826,214.081,215.0928,216.1046,217.1164,218.1282,219.14,219.1124,219.0848,219.0572,219.0296,219.002,219.5776,220.1532,220.7288,221.3044,221.88,221.991,222.102,222.213,222.324,222.435,222.1288,221.8226,221.5164,221.2102,220.904,220.2324,219.5608,218.8892,218.2176,217.546,216.675,215.804,214.933,214.062,213.191,212.25,211.309,210.368,209.427,208.486,206.045,203.604,
Nigeria,NGA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",163.956,163.956,163.956,163.5722,163.1884,162.8046,162.4208,162.037,163.2712,164.5054,165.7396,166.9738,168.208,168.9736,169.7392,170.5048,171.2704,172.036,170.7762,169.5164,168.2566,166.9968,165.737,163.5624,161.3878,159.2132,157.0386,154.864,152.5778,150.2916,148.0054,145.7192,143.433,142.0736,140.7142,139.3548,137.9954,136.636,135.3652,134.0944,132.8236,131.5528,130.282,128.8608,127.4396,126.0184,124.5972,123.176,121.9508,120.7256,119.5004,118.2752,117.05,114.468,111.886,
Nicaragua,NIC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",166.3776,164.5348,162.692,162.1938,161.6956,161.1974,160.6992,160.201,159.7422,159.2834,158.8246,158.3658,157.907,156.1248,154.3426,152.5604,150.7782,148.996,149.9932,150.9904,151.9876,152.9848,153.982,155.2024,156.4228,157.6432,158.8636,160.084,157.2992,154.5144,151.7296,148.9448,146.16,141.9748,137.7896,133.6044,129.4192,125.234,122.8254,120.4168,118.0082,115.5996,113.191,111.4936,109.7962,108.0988,106.4014,104.704,102.32,99.936,97.552,95.168,92.784,91.2078,89.6316,
Netherlands,NLD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",17.9102,18.8006,19.691,20.0906,20.4902,20.8898,21.2894,21.689,21.061,20.433,19.805,19.177,18.549,16.881,15.213,13.545,11.877,10.209,9.759,9.309,8.859,8.409,7.959,7.747,7.535,7.323,7.111,6.899,6.9326,6.9662,6.9998,7.0334,7.067,6.888,6.709,6.53,6.351,6.172,6.3532,6.5344,6.7156,6.8968,7.078,6.7212,6.3644,6.0076,5.6508,5.294,5.1348,4.9756,4.8164,4.6572,4.498,4.2934,4.0888,
High income: nonOECD,NOC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",49.36990305,49.99352914,49.4536277,47.64489786,46.01794643,44.82294909,43.98137332,43.35868774,44.10622135,44.87472303,45.61080907,46.34250058,47.0961791,48.47404437,49.92210165,51.44148582,53.01723683,54.62637247,55.34650955,56.04871941,56.80611334,57.60741175,58.43698342,59.09478134,59.58271079,59.85062952,59.83218769,59.55941394,59.19214337,58.86095768,58.64393556,58.53611327,58.80464915,56.47821684,54.12165183,51.52091992,48.91887715,46.23515026,44.62989019,43.06953957,41.59746326,40.09011149,38.64669682,38.40792589,38.21896124,38.08625505,37.90116958,37.75747989,37.77136848,37.8477508,37.95038514,38.06210406,38.17278401,37.69921286,37.24895153,
Norway,NOR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",27.9588,28.1884,28.418,28.8934,29.3688,29.8442,30.3196,30.795,31.0122,31.2294,31.4466,31.6638,31.881,30.3802,28.8794,27.3786,25.8778,24.377,22.877,21.377,19.877,18.377,16.877,17.067,17.257,17.447,17.637,17.827,17.4112,16.9954,16.5796,16.1638,15.748,15.162,14.576,13.99,13.404,12.818,12.2498,11.6816,11.1134,10.5452,9.977,9.7642,9.5514,9.3386,9.1258,8.913,8.3522,7.7914,7.2306,6.6698,6.109,6.0244,5.9398,
Nepal,NPL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",126.29,126.29,126.29,126.619,126.948,127.277,127.606,127.935,128.3164,128.6978,129.0792,129.4606,129.842,130.5176,131.1932,131.8688,132.5444,133.22,133.5914,133.9628,134.3342,134.7056,135.077,135.0106,134.9442,134.8778,134.8114,134.745,134.8114,134.8778,134.9442,135.0106,135.077,133.6342,132.1914,130.7486,129.3058,127.863,124.4896,121.1162,117.7428,114.3694,110.996,107.5632,104.1304,100.6976,97.2648,93.832,90.0664,86.3008,82.5352,78.7696,75.004,73.7654,72.5268,
New Zealand,NZL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",60.989,60.844,60.699,61.9618,63.2246,64.4874,65.7502,67.013,66.6118,66.2106,65.8094,65.4082,65.007,60.7994,56.5918,52.3842,48.1766,43.969,41.7428,39.5166,37.2904,35.0642,32.838,32.6432,32.4484,32.2536,32.0588,31.864,32.1708,32.4776,32.7844,33.0912,33.398,32.6908,31.9836,31.2764,30.5692,29.862,29.2338,28.6056,27.9774,27.3492,26.721,27.397,28.073,28.749,29.425,30.101,29.1426,28.1842,27.2258,26.2674,25.309,24.6234,23.9378,
High income: OECD,OEC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",44.41652145,44.37757468,44.31762546,43.59285454,42.8615598,42.18055593,41.60440594,41.08280715,40.71419726,40.24373257,39.77945842,39.27162067,38.68123655,37.84515633,36.90269957,35.9144559,34.89613675,33.79518614,32.9911259,32.1613199,31.30407083,30.41444553,29.52911799,28.95385063,28.36961084,27.7831128,27.21042393,26.64592116,26.57425842,26.56605039,26.66279801,26.84792841,27.15167587,26.67475059,26.19128242,25.6696166,25.10557931,24.50448882,24.14179755,23.75485139,23.35363663,22.92920625,22.46478429,22.29300895,22.0918795,21.87600288,21.66907832,21.46411622,20.66622316,19.8322399,18.96527366,18.10160427,17.20286146,15.86939203,14.53063878,
OECD members,OED,"Adolescent fertility rate (births per 1,000 women ages 15-19)",52.24689052,52.11376614,51.88440885,51.02136738,50.27239723,49.74686882,49.42521748,49.31013979,49.4637369,49.48003808,49.40854065,49.14867229,48.73675748,47.80865127,46.77492984,45.72708332,44.62427447,43.4626863,42.57825275,41.69495883,40.81655835,39.92080713,39.05218773,38.48877433,37.95068355,37.43406327,36.90751814,36.39692706,36.35449906,36.31743665,36.30041479,36.28443439,36.30594855,36.02841252,35.71434275,35.34119387,34.92401993,34.45788198,33.86743901,33.26209985,32.66001258,31.9848511,31.29235762,30.93056092,30.55739496,30.19003744,29.86777344,29.55702567,28.75285551,27.93118532,27.09081542,26.23223265,25.37332681,24.15739082,22.94067754,
Oman,OMN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",134.903,134.903,134.903,135.1154,135.3278,135.5402,135.7526,135.965,136.2338,136.5026,136.7714,137.0402,137.309,137.8534,138.3978,138.9422,139.4866,140.031,135.474,130.917,126.36,121.803,117.246,112.5818,107.9176,103.2534,98.5892,93.925,89.7214,85.5178,81.3142,77.1106,72.907,67.017,61.127,55.237,49.347,43.457,38.9866,34.5162,30.0458,25.5754,21.105,19.603,18.101,16.599,15.097,13.595,13.0036,12.4122,11.8208,11.2294,10.638,9.6078,8.5776,
Other small states,OSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",117.8938042,117.2965024,116.6472205,116.1884611,115.8136142,115.5521077,115.4138725,115.3128032,115.1162333,114.8267387,114.4067436,114.1370114,113.9976674,114.3176871,114.6325103,114.8546644,114.8415082,114.7445371,113.7036286,112.8399222,112.2650328,111.8982895,111.7783006,111.7040609,111.4964691,111.0998159,110.6636499,109.9505637,108.0603714,106.0839256,104.1232688,102.3044238,100.5689544,99.44806383,98.27772251,97.04829454,95.66848453,94.22607916,92.65735047,91.05956158,89.4247952,87.74127228,86.02114726,84.97958663,83.92000392,82.86415482,81.85596852,80.85425693,79.58607193,78.35983784,77.18257763,75.98016623,74.85096287,73.18816093,71.49606831,
Pakistan,PAK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",112.675,112.675,112.675,112.675,112.675,112.675,112.675,112.675,112.131,111.587,111.043,110.499,109.955,109.4036,108.8522,108.3008,107.7494,107.198,106.4772,105.7564,105.0356,104.3148,103.594,101.914,100.234,98.554,96.874,95.194,91.371,87.548,83.725,79.902,76.079,72.816,69.553,66.29,63.027,59.764,56.9988,54.2336,51.4684,48.7032,45.938,45.0736,44.2092,43.3448,42.4804,41.616,41.4576,41.2992,41.1408,40.9824,40.824,39.99,39.156,
Panama,PAN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",143.5474,142.6432,141.739,140.982,140.225,139.468,138.711,137.954,136.9948,136.0356,135.0764,134.1172,133.158,131.0418,128.9256,126.8094,124.6932,122.577,120.289,118.001,115.713,113.425,111.137,109.4264,107.7158,106.0052,104.2946,102.584,100.5636,98.5432,96.5228,94.5024,92.482,92.7822,93.0824,93.3826,93.6828,93.983,92.3604,90.7378,89.1152,87.4926,85.87,85.0858,84.3016,83.5174,82.7332,81.949,81.2622,80.5754,79.8886,79.2018,78.515,76.9206,75.3262,
Peru,PER,"Adolescent fertility rate (births per 1,000 women ages 15-19)",131.743,131.743,131.743,126.2908,120.8386,115.3864,109.9342,104.482,100.8464,97.2108,93.5752,89.9396,86.304,87.6192,88.9344,90.2496,91.5648,92.88,89.1244,85.3688,81.6132,77.8576,74.102,73.6808,73.2596,72.8384,72.4172,71.996,71.5966,71.1972,70.7978,70.3984,69.999,70.0994,70.1998,70.3002,70.4006,70.501,68.7008,66.9006,65.1004,63.3002,61.5,60.1396,58.7792,57.4188,56.0584,54.698,54.1862,53.6744,53.1626,52.6508,52.139,50.9086,49.6782,
Philippines,PHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",66.2776,65.7388,65.2,64.3752,63.5504,62.7256,61.9008,61.076,60.0256,58.9752,57.9248,56.8744,55.824,55.4964,55.1688,54.8412,54.5136,54.186,53.6642,53.1424,52.6206,52.0988,51.577,51.2756,50.9742,50.6728,50.3714,50.07,50.2532,50.4364,50.6196,50.8028,50.986,50.6012,50.2164,49.8316,49.4468,49.062,50.024,50.986,51.948,52.91,53.872,53.9148,53.9576,54.0004,54.0432,54.086,54.6682,55.2504,55.8326,56.4148,56.997,58.8826,60.7682,
Palau,PLW,"Adolescent fertility rate (births per 1,000 women ages 15-19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",69.9016,69.9438,69.986,72.9856,75.9852,78.9848,81.9844,84.984,96.0678,107.1516,118.2354,129.3192,140.403,133.7538,127.1046,120.4554,113.8062,107.157,104.8254,102.4938,100.1622,97.8306,95.499,92.3264,89.1538,85.9812,82.8086,79.636,77.419,75.202,72.985,70.768,68.551,68.4736,68.3962,68.3188,68.2414,68.164,67.5318,66.8996,66.2674,65.6352,65.003,64.256,63.509,62.762,62.015,61.268,60.3922,59.5164,58.6406,57.7648,56.889,56.07,55.251,
Poland,POL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",39.8736,37.7358,35.598,34.7218,33.8456,32.9694,32.0932,31.217,30.2398,29.2626,28.2854,27.3082,26.331,27.711,29.091,30.471,31.851,33.231,33.4504,33.6698,33.8892,34.1086,34.328,33.953,33.578,33.203,32.828,32.453,31.835,31.217,30.599,29.981,29.363,27.2972,25.2314,23.1656,21.0998,19.034,18.3252,17.6164,16.9076,16.1988,15.49,15.5802,15.6704,15.7606,15.8508,15.941,15.6972,15.4534,15.2096,14.9658,14.722,14.193,13.664,
